115-CD45,139-CD45RA,142-CD19,144-CD11b,145-CD4,146-CD8,148-CD34,147-CD20,158-CD33,160-CD123,167-CD38,170-CD90,110_114-CD3
4.58091,4.74529,0.57548,-0.09675,0.40789,4.39998,-0.13305,0.05676,0.06652,-0.12619,2.76777,0.6456,3.64714
4.52197,3.52754,-0.06248,0.39448,1.5576,3.76489,1.18916,0.67128,0.34583,0.33764,2.89177,-0.00274,4.282
3.16287,0.65647,-0.13737,0.21932,2.7677,0.88831,1.07877,0.43304,3.27943,0.23243,3.80712,0.17008,8.05735
-0.32975,0.63868,-0.11422,-0.15587,-0.63868,-0.25117,0.36402,-0.10651,-0.38831,-0.29956,2.11385,-0.09353,3.64379
2.38043,0.50617,3.45034,1.33278,1.15083,-0.07951,0.118,1.0915,1.28737,3.04506,7.21468,1.66334,3.58921
3.7362,3.39566,0.96729,3.57657,1.20108,-0.80518,2.20825,1.43295,1.38359,1.67166,2.77131,0.09032,-1.1189
3.33446,-0.54316,-0.14009,0.0761,1.74332,1.03442,-0.10278,-0.12109,3.9847,1.02245,4.69079,0.90222,2.16358
4.26793,2.63547,2.51806,-0.38415,-0.17543,1.05825,-0.1703,1.80677,0.57398,2.50909,2.49109,-0.14154,-0.23331
2.84614,1.55787,-0.29661,0.77919,1.22035,-0.09086,1.38938,0.15682,4.46327,-0.12084,5.33445,0.57944,1.66403
4.19648,2.73303,-0.02643,-0.07498,-0.08387,4.45344,0.05925,0.068,0.06636,-0.08207,1.85245,0.64188,4.00072
3.31058,-0.27494,-0.06688,3.04202,1.25113,-0.27252,0.26734,-0.05267,3.2221,1.39493,3.42923,0.58082,1.8422
1.86387,0.59246,-0.05802,0.21253,-0.17908,0.1599,-0.10075,0.38882,1.64908,-0.16872,2.6929,-0.28996,1.00879
2.19744,0.17853,-0.08445,1.55679,-0.02325,0.00901,-0.18437,-0.08727,2.24876,-0.09521,1.60732,0.96645,-1.57881
0.11914,-0.00927,-0.1563,1.77392,-0.12251,-0.1755,0.26864,-0.00781,0.9799,0.84734,1.85964,1.10679,3.50482
4.5317,2.99709,-0.09647,0.24054,0.2108,3.956,-0.1765,-0.11046,-0.0068,-0.12371,0.87477,-0.00196,4.13319
3.4127,-0.96865,-0.5342,-1.27805,-0.6874,-0.2002,-0.06794,-0.00148,2.93973,4.89362,5.01243,0.59813,0.69344
2.60575,-0.18242,-0.11647,1.32239,1.012,-0.08386,0.45241,1.03675,3.06259,0.43111,3.02328,-0.00495,-0.36643
4.87821,2.22418,-0.17366,-0.2531,2.01369,-0.0319,0.82846,-0.0535,0.94841,-0.18071,0.85754,0.97795,5.04165
4.6837,3.00966,1.131,-0.01051,-0.38622,1.60918,0.84597,2.2158,0.54959,-0.10969,3.4277,0.41532,0.45693
3.77468,2.00548,-0.0575,-0.19082,-0.29409,3.66422,-0.16263,0.99377,-0.3698,-0.15035,2.89423,-0.17942,3.63304
4.00588,2.62295,0.43899,0.13743,3.17882,1.24734,0.04013,-0.1308,-0.14748,1.08824,3.55972,-0.0272,4.82417
4.96149,-0.2745,-0.07863,-0.0454,0.22339,5.03388,-0.14557,-0.11512,-0.42651,-0.05659,4.14121,-0.04758,2.23143
-0.4085,-0.20203,-0.02038,0.81274,-0.28932,-0.22787,-1.34008,-0.15629,0.28493,0.35352,2.40419,0.54185,1.96421
4.96907,3.48804,2.91607,0.31667,2.02927,0.46733,1.2464,2.80335,0.45389,3.52343,3.00471,1.19499,4.27468
4.14791,2.11208,0.03333,0.88403,2.32455,-0.40286,-0.1231,0.75678,3.29984,3.14672,2.1946,1.17105,1.55131
1.88274,-0.81704,-0.10061,-0.02823,0.0153,-0.55087,0.13973,-0.1426,-0.42595,0.56818,2.08657,0.80316,0.08086
4.58302,2.60273,-0.35705,-0.66277,0.53221,4.57674,-0.01752,0.39497,-0.23833,-0.02806,2.90749,1.40228,3.79114
4.96141,0.63686,0.52373,1.39472,1.20301,3.31159,0.03837,-0.07311,-0.00324,1.12832,2.94235,0.47733,3.07932
-0.1733,2.08849,-0.15363,-0.05137,-0.1947,-0.16152,0.52111,-0.05767,-0.23128,-0.19022,0.32821,0.5598,1.55906
3.98556,2.28763,0.29097,0.28958,3.57594,0.49665,-0.0334,-0.09648,0.4106,1.02585,3.03063,1.20335,4.75045
4.31749,0.24766,0.80358,0.75076,2.82184,0.64029,-0.12969,1.50186,1.06654,-0.02292,1.94398,1.07479,3.85854
2.51351,-0.63786,-0.07511,2.38461,0.58686,1.43891,0.47793,0.38562,2.23797,2.73058,2.37525,1.15813,-0.16302
4.43484,-0.16467,-0.10257,3.43485,1.1194,-0.07795,-0.39383,-0.08339,4.77968,1.55572,3.3436,1.3594,1.53666
4.30176,3.23631,3.11709,-0.0371,-0.03604,0.60987,2.42869,1.3364,0.28414,-0.37053,2.56425,0.3809,1.22845
4.93708,1.90596,-0.18303,-0.10538,-0.31638,3.6927,-0.02807,1.65809,0.44404,-0.16026,2.70349,1.42736,4.12232
2.21571,0.52122,1.65622,1.26449,-0.05538,-0.17967,-0.0102,0.1283,-0.46319,1.19799,7.65944,-0.10754,-0.12224
2.99209,2.20979,2.80969,-0.07162,-0.18317,-0.1145,0.40929,0.45436,1.746,1.51247,5.44399,0.52868,-0.85354
4.04786,0.47568,-0.18781,0.9358,2.60914,0.83112,0.98561,-0.15178,2.09554,6.30927,3.38293,-0.13177,4.13122
4.04109,3.46947,-0.03171,-0.37022,-0.23931,1.6572,-0.10881,0.75623,-0.54637,0.05829,4.28281,-0.15968,-1.08632
2.17899,-0.00541,-0.17805,0.94756,0.65372,0.30755,0.62332,0.41101,2.25615,1.1892,2.62686,-0.67459,1.36421
0.47007,-0.29579,-0.18878,-0.00752,-0.03959,-0.035,-0.04371,-0.06504,-0.05444,-0.00698,1.35501,0.45763,1.84028
4.54048,0.87139,-0.17049,1.86813,1.58035,-0.01818,-0.01131,-0.07239,4.3027,2.79569,4.03545,-0.12341,-1.65103
4.64854,2.97733,0.48723,-0.12711,-0.02117,3.65315,0.38758,0.06464,0.65145,-0.1655,2.41635,-0.12794,2.75704
4.24435,2.80224,-0.11247,1.66261,0.19974,3.58491,0.04545,0.43764,0.29304,-0.01096,1.98946,0.68964,3.41475
4.57276,1.86594,-0.21089,-0.21742,0.56932,3.38374,-0.09937,0.67863,0.16343,-0.00923,1.34086,0.4518,4.38491
3.35124,2.9771,0.37104,-0.12789,2.92125,0.46028,0.57799,-0.1799,0.01662,-0.19867,2.39456,-0.05745,3.47052
-0.21026,-0.24621,-0.05095,0.65668,-0.34118,-0.44323,-0.03736,-0.11069,-0.16589,-0.93265,-0.14288,-0.16922,-0.68581
5.37124,2.57179,-0.04782,-0.07175,4.34026,1.492,-0.0636,0.51227,-1.31569,-0.16449,3.71917,-0.07592,5.19975
4.65553,3.41431,-0.04995,1.20192,-0.06356,-0.1568,-0.5423,0.36465,1.35659,-0.22054,5.34532,0.02381,0.11807
4.54556,2.42655,-0.05264,1.06194,3.65501,-0.34969,-0.00977,0.12857,0.64265,0.03072,2.77613,0.33608,4.93347
4.86291,2.73798,-0.14685,-0.06953,-0.06109,4.14204,0.61286,-0.19013,1.31404,0.32241,0.63328,0.54839,4.08333
5.18027,1.04064,-0.29446,0.19126,4.48612,0.38807,1.60651,-0.04819,0.29875,2.02479,1.88932,0.38282,3.97449
-0.03842,-0.41435,-0.05551,-0.13977,-0.25474,0.75654,-0.04102,-0.07707,-0.00334,1.41348,-0.16103,0.32803,-0.76919
4.36709,0.78656,-0.00422,4.29869,2.51674,1.13468,1.17773,1.18648,5.29365,2.09132,4.07864,1.17489,-0.06453
4.09547,2.28108,-0.13529,0.0473,-0.28051,-0.08911,0.33615,-0.07907,-0.30843,-0.33891,1.89222,0.85364,3.88655
2.34763,-0.14404,-0.00396,-0.00536,0.61941,-0.1863,0.70412,-0.03841,1.71189,1.52239,3.47225,-0.0923,1.28352
3.98465,2.74027,-0.00643,0.19008,-0.03816,2.81172,0.26947,0.23704,0.33605,-0.08586,4.39806,0.36418,4.25288
4.30046,-0.4414,0.23196,-0.1183,-0.12719,4.10786,-0.17749,1.99012,-0.11572,-0.37333,4.02922,0.4213,3.31174
-0.03249,2.06672,0.42623,0.47701,-0.06878,-0.0071,0.41263,-0.0014,-0.03807,-0.15365,2.53338,0.0974,0.70832
1.46456,-0.30195,0.83698,-0.01144,0.64481,0.82289,-0.14723,-0.11308,1.84171,-0.03755,4.28624,1.41247,2.00134
4.80411,0.13561,-0.12365,-0.04742,4.40166,0.86931,-0.08445,-0.04659,-0.18735,2.12438,1.97573,0.29237,4.17758
4.26887,-0.13219,-0.11466,0.58167,3.66096,0.49918,-0.08518,-0.11538,0.18832,0.24176,1.43823,0.91902,3.60854
0.06931,0.74625,-0.13575,-0.55084,-0.11783,0.34899,0.18828,-0.11898,-0.13442,0.19156,1.19177,0.36289,2.16964
3.05659,0.13871,0.08966,1.91653,-0.1032,-0.30209,0.18479,-0.20819,3.13796,5.88064,4.9804,-0.00595,0.36322
4.79131,-0.24904,-0.00568,-0.25063,3.62422,0.73763,0.10845,-0.09883,0.57894,0.27316,0.52458,-0.22252,4.5147
2.70663,2.06462,3.08975,-0.2154,-0.28686,-0.27596,0.23244,0.39117,-0.36568,2.7282,1.60677,0.00794,0.40566
4.48412,3.22723,-0.34774,2.108,-0.36393,-0.02048,-0.08453,-0.14977,-0.42655,0.84763,3.27474,-0.23079,1.91826
4.45178,3.16549,2.32942,-0.00645,-0.11274,-0.09212,-0.13256,2.12074,1.80724,2.54817,2.82952,1.18633,2.049
0.24219,1.75857,0.36936,-0.15164,-0.13421,-0.42325,-0.12731,0.28517,0.16306,-0.07212,2.39974,0.51492,0.46993
-0.73042,1.14519,0.17637,1.22518,0.19367,-0.15769,0.20024,-0.17665,0.34543,-0.11632,1.97871,-0.05225,1.11
3.30082,-0.65581,-0.03259,2.54386,0.76355,0.16659,-0.01946,-0.19016,3.8289,1.35412,3.07231,1.40331,1.24127
-0.34495,-0.48005,-0.3918,-0.12887,-0.36553,-0.24047,0.71679,-0.38244,0.00851,0.98527,1.92847,0.79434,2.22305
5.02448,3.78777,-0.08485,1.18405,-0.25112,2.75379,-0.08932,-0.05808,-0.19524,1.01693,5.33398,0.31066,-0.63491
1.48432,1.08178,0.35463,0.40305,1.15356,0.79129,-0.02904,0.71637,2.20232,-0.01773,2.99233,-0.14991,-1.52343
4.37633,1.44689,-0.1275,2.83264,0.2701,-0.01131,-0.29279,0.02314,4.83872,-1.53162,4.14034,1.45963,1.12958
4.21498,1.59269,-0.01617,0.37203,2.95213,-0.04081,-0.17116,-0.10575,-0.93794,-0.02159,0.73444,-0.11893,2.82479
-0.21687,1.02479,0.72695,-0.02555,-0.1119,-0.13118,0.20207,-0.12235,2.11766,-0.01065,0.79815,1.56687,0.1838
4.49561,2.71579,-0.10341,-0.36485,2.61655,3.44521,-0.13249,1.32116,0.49995,-0.26074,1.76161,-0.33131,3.91891
3.6459,1.43337,1.34363,0.25861,2.13995,0.30381,-0.01863,-0.10393,4.27498,0.60108,5.16445,1.13044,1.95843
4.41387,0.03382,-0.0543,0.28497,3.25893,0.10132,-0.15355,-0.1047,-0.27631,-0.45946,0.12244,-0.00058,3.61484
1.9858,-0.30802,-0.34534,-0.0824,0.48981,0.28203,0.5914,0.44717,3.87344,2.00428,4.04018,0.12277,-1.39106
2.68373,-0.0828,0.44022,0.25161,2.23032,-0.09596,0.23483,-0.12592,3.91104,2.48363,4.21018,0.81708,-1.09515
4.38963,3.26353,1.00117,0.34247,3.48485,-0.09429,1.24808,0.2797,0.45564,-0.18842,2.58744,-0.0044,4.44732
4.91783,2.34568,-0.21199,-0.23129,-0.08414,3.63418,-0.15731,0.01546,-0.1188,0.2811,1.90784,0.13724,4.31298
-0.77239,-0.18195,-0.07585,-0.08064,0.40775,-0.24059,-0.36093,-0.0892,0.94363,-0.08504,2.48003,0.3342,0.47732
2.44157,0.39534,0.67154,0.22638,0.18151,-0.22807,-0.11636,-0.01977,2.28168,0.71424,2.84254,2.05136,-0.30332
4.44002,0.01971,-0.14839,-0.03073,-0.03536,3.06002,-0.13505,0.37518,-0.12037,-0.02061,0.99774,0.18449,4.94667
2.73381,0.47907,-0.05254,0.98961,-0.12286,-0.03205,-0.05782,-0.11925,2.34719,0.39272,2.31139,0.36517,1.0616
-0.08176,1.0832,-0.33452,0.3229,-0.10378,1.19818,-0.18355,-0.04193,2.01619,-0.02744,-0.61474,0.22272,2.69802
4.78655,-0.67955,-0.06731,-0.02671,3.82687,1.85248,0.98316,-0.15911,1.34767,-0.14494,0.68248,-0.03388,4.17059
4.86388,0.8514,-0.07797,3.79545,1.82783,-0.08363,0.86712,-0.00312,4.126,2.1476,4.31129,1.20811,2.08039
4.23734,0.96702,-0.35948,-0.09266,3.61169,0.84404,1.95512,0.51893,-0.45453,-0.12643,0.39863,0.33957,4.0854
4.24188,-0.64662,-0.04928,0.39202,3.40327,1.26887,-0.02194,-0.03922,0.72022,1.43271,1.16044,-0.1343,3.37286
4.75578,0.18139,0.19851,2.36889,2.47692,0.48822,1.82062,0.46348,4.62012,2.95499,4.24074,1.2242,0.84486
3.68062,0.43953,-0.6617,0.7865,2.52585,1.23057,-0.00997,0.26678,2.39048,-0.22339,3.29692,0.82502,3.33981
-0.35054,-0.01715,0.5585,-0.02647,0.37293,-0.01906,-0.00588,0.47253,-0.15516,-0.0071,1.78133,-0.1073,2.01851
4.25051,2.46106,-0.06779,-0.08296,-0.09019,3.92283,-0.05081,0.35647,-0.00146,-0.09642,3.2569,-0.23383,3.67615
4.31931,2.28944,2.24421,-0.3766,-0.12537,-0.16223,0.33986,2.00687,0.08793,0.70525,3.0322,0.06603,0.65331
4.55879,0.96811,-0.0171,-0.08641,3.5612,-0.15581,1.8736,0.33557,-0.06955,-0.08459,1.00413,0.17325,4.73565
5.35681,4.99836,3.19558,0.68331,-0.15951,-0.11578,0.00042,2.98664,1.9843,-0.13085,1.69115,-0.00054,0.37369
5.18819,2.28553,-0.33131,-0.3228,3.09556,1.4097,-0.12528,0.54676,0.92579,-0.16829,3.34353,1.17444,5.01905
4.61021,0.69815,0.38017,-0.07049,3.62393,0.52789,0.67479,-0.16372,-0.20836,-0.18006,0.65794,-0.04195,4.31827
1.70663,1.97014,-0.06795,2.36302,0.30134,0.24961,1.34284,1.02343,2.34204,0.25057,3.05937,1.02618,1.17144
4.32095,1.85171,-0.1242,0.6151,3.25914,-0.34406,0.01527,-0.07442,-0.12138,-0.01202,2.28435,-0.02564,3.7539
5.03888,2.43931,0.94187,1.07473,0.28313,4.71168,-0.07911,0.31211,0.91187,0.17724,1.80444,-0.01253,3.22525
4.3603,2.66484,0.42701,0.43868,0.02694,4.21723,-0.17083,-0.1238,-0.61213,-0.16292,1.17023,0.15414,3.89394
-0.25334,0.07673,-0.17679,-0.0163,-0.13597,0.226,-0.15622,-0.14383,-0.12091,-0.04276,1.95816,1.85937,1.19096
4.14763,0.31572,-0.29283,0.75362,3.70757,0.68249,0.1416,-0.01619,2.2868,-0.03209,1.64038,1.22495,3.09281
2.33194,1.06817,-0.21266,-0.41726,-0.00758,0.25343,-0.20813,-0.07714,0.50295,-0.00367,1.53851,0.11495,1.22029
2.29754,1.43866,-0.37546,-0.2077,-0.14338,-0.1851,-0.81465,-0.17732,3.33081,1.76426,4.52339,-0.22167,0.84344
4.35194,2.26251,0.54619,-0.13162,0.79082,2.86878,0.28417,-0.14757,0.2446,-0.10226,-0.50472,-0.1956,3.17076
4.32643,3.80909,3.64282,1.492,-0.01461,0.20286,-0.13467,1.82445,-0.3126,0.07188,2.08403,0.22584,-0.11519
4.27953,1.76102,-0.1268,0.01204,3.30746,-0.11556,1.8138,-0.01144,-0.06863,-0.17908,3.38339,-0.07335,4.57258
3.09404,0.41368,-0.10152,1.93256,0.56283,1.02899,0.52224,0.74257,2.63314,1.53267,3.38894,1.62497,0.49131
4.46272,3.88589,3.81541,-0.04783,-0.23636,0.1754,0.69651,2.70389,2.19304,2.90059,4.42341,-0.0306,-0.30912
4.38699,1.35155,-0.06562,0.40283,3.3655,-0.02117,-0.04137,-0.14596,-0.38133,-0.43137,0.7993,-0.09732,4.90173
4.65445,0.13647,-0.16928,-0.14854,-0.01454,4.16906,1.38741,0.5088,0.27725,-0.0835,1.58568,0.05171,4.56452
3.38127,0.67734,-0.03527,2.28263,0.63591,0.9243,0.76942,-0.22762,3.35024,0.49966,3.52838,1.49987,3.0643
4.12778,1.56045,-0.05727,1.04,1.3679,-0.16864,1.0038,0.98476,4.50725,0.62901,3.44745,0.13646,3.26702
4.85586,0.26728,-0.1943,3.80976,1.29356,1.19709,0.87733,0.08622,5.10229,2.28238,4.47436,0.63312,0.37196
5.16771,0.4159,0.6331,4.23958,1.79151,1.91169,0.62295,0.59106,5.2224,1.25825,4.10988,-0.12018,0.98731
4.63557,3.51585,2.37882,-0.24479,-0.13131,-0.22082,0.79958,2.33505,1.08978,-0.07573,1.67506,-0.15785,-0.96619
4.39825,2.91572,-0.13632,0.07275,4.10902,1.79806,-0.0287,0.83954,-0.16222,-0.0454,2.91166,1.14256,5.29808
-0.55112,0.96824,-0.05437,-0.22494,0.12075,-0.20194,-0.05806,0.73784,-0.18479,0.26575,1.35076,-0.54701,2.44189
4.5159,1.64978,-0.07984,0.05402,-0.0682,2.68131,-0.05137,0.29595,-0.05152,0.37341,0.15895,-0.22115,4.42305
4.11902,-0.70913,1.38268,-0.18576,3.95212,0.23868,1.40989,0.17048,0.63922,-0.07905,1.24948,0.96469,5.06892
2.62077,-0.48328,-0.05839,1.50115,0.23467,-0.05471,0.71904,-0.01019,2.67681,2.08362,1.89836,-0.11138,-0.99819
4.42424,3.10325,-0.11793,-0.16223,0.49043,4.20312,-0.08745,-0.00742,0.33461,0.3431,1.68532,-0.02477,3.7201
3.29369,-0.07284,-0.14542,1.65078,-0.30246,-0.07286,-0.14069,-0.32344,3.91184,0.18042,3.21913,0.37877,1.82044
1.44241,0.04168,-0.12888,-0.3265,-0.39462,-0.13849,0.1856,-0.03345,1.35923,0.30202,2.94749,-0.01184,0.26679
4.65867,2.68059,0.30488,0.1982,2.8239,0.77978,0.18009,0.29709,-0.29165,-0.16128,2.52141,-0.05504,3.85543
-0.64276,-0.94659,-0.11426,-0.0297,0.29125,-0.09709,-0.08464,1.22149,-0.21115,-0.18828,2.23795,-0.0173,-0.04508
1.5397,-0.07774,-0.49421,1.66027,-0.10608,-0.00794,-0.02972,1.43143,0.92753,0.04808,0.74125,1.44828,-0.34333
4.81633,1.08115,-0.32397,1.5558,1.14733,3.76983,-0.17347,0.19705,0.10813,1.28588,0.9022,-0.17829,4.56126
4.84518,4.1836,2.06799,-0.32207,-0.09539,-0.08369,0.46415,2.86851,-0.1324,-0.08208,1.93655,-0.09431,0.22989
4.45228,3.24411,-0.10158,0.24301,-0.02293,3.90403,0.62265,1.30842,0.50976,-0.02828,2.38102,-0.16935,3.78002
3.10625,0.00267,-0.1759,0.9068,2.62558,-0.01285,0.54069,-0.01386,-0.22861,-0.08929,-0.70811,0.37677,4.47281
4.08773,2.62502,-0.43215,0.15983,-0.28371,4.03574,0.83054,-0.2574,-0.34855,-0.00786,0.84574,-0.12651,2.00107
4.23937,-0.27873,-0.2548,2.22734,2.15512,0.34095,0.53279,-0.24524,5.24307,1.71213,3.70662,0.07195,-0.56226
4.40048,1.55768,-0.03234,0.53767,3.72989,-0.4349,0.31139,1.0621,1.71141,-0.10455,0.1314,0.64946,3.92479
3.82925,0.95695,-0.16119,-0.34056,-0.13126,3.48444,0.67909,-0.00581,-0.06469,-0.09189,1.2631,-0.16366,2.37152
4.21577,2.73393,1.05759,-0.76866,3.26914,0.0973,0.0808,-0.51933,0.28395,1.08708,3.2643,-0.02899,4.5872
3.74095,2.52452,0.28663,-0.07483,3.46726,0.74871,-0.15876,-0.1532,0.1353,0.02901,3.52941,-0.16387,4.94368
4.0778,-0.04663,0.27104,-0.00671,4.14708,0.24412,-0.12277,-0.15505,-0.10482,0.56156,1.20659,0.36024,4.16389
0.44409,0.09688,0.98769,0.9191,-0.01055,-0.1526,1.17916,0.2694,-0.40147,-0.0193,1.51317,0.94071,0.0316
2.02455,1.71725,-0.15817,0.25634,0.69754,-0.23308,1.11835,-0.32815,3.35414,3.51224,4.64777,0.48708,-0.17725
4.71273,3.09543,-0.13475,-0.01998,-0.03351,3.71994,-0.17967,0.66626,0.07122,0.07872,1.93009,-0.01708,3.26135
0.67611,-0.19841,-0.03511,0.98831,0.32744,-0.52675,-1.52177,-0.20913,-0.47661,0.10336,1.89212,-0.0449,-1.02257
2.68506,-1.65932,-0.05167,-0.05109,-0.0677,0.45023,1.24509,-0.20773,3.70005,3.44365,4.83893,-0.23017,-1.06789
1.9534,0.48465,-0.40867,0.86391,1.47511,-0.22094,0.65333,-0.02999,2.43683,0.24744,2.59037,0.71901,0.3992
3.75515,0.44068,-0.57294,-0.02002,-0.17727,3.60772,-0.17006,-0.16008,0.16434,1.94262,0.9353,-0.08567,4.60544
4.85356,1.15142,-0.00311,-0.04672,3.44436,0.506,-0.00468,-0.09763,-0.01485,-0.11718,1.53256,0.35924,4.07561
3.62763,1.89298,-0.186,-0.15405,-0.017,3.483,0.22481,0.55457,-0.70628,-0.02138,1.78385,0.37433,3.77835
4.96126,3.71029,1.52765,1.44301,0.3006,-0.07725,0.92736,4.20895,-0.0701,0.35128,6.13635,-0.00385,-0.48601
2.7516,0.18799,-0.16023,2.10647,-0.15115,0.6702,0.07117,-0.07799,3.01785,6.17955,4.94926,1.73548,2.0705
3.09335,2.28391,3.09301,-0.16312,-0.19408,-0.38879,-0.03521,0.35403,0.3156,0.23128,5.76778,-0.03921,-0.62127
5.07445,0.98241,-0.17813,-0.0339,0.39553,4.80985,0.82676,0.80645,0.91344,-0.16509,2.00136,1.21809,5.36542
3.92899,-0.42571,-0.00834,0.22722,3.07567,1.4775,-0.03879,0.15649,-0.17846,-0.12948,0.52879,0.14385,3.42185
4.621,0.64663,0.20172,0.25241,0.5044,1.474,-0.05581,1.41297,1.59794,-0.04318,1.03284,-0.09517,4.13445
4.31823,2.05305,-0.15875,3.76243,-0.109,0.35682,0.95542,-0.17042,5.11529,1.09615,4.52021,0.12621,-0.53971
4.38778,3.70068,1.33084,0.22446,-0.0807,3.70151,-0.03194,0.34072,0.3237,-0.11176,2.79557,0.07671,0.75024
1.73158,0.01931,-0.05952,1.5317,-0.04958,0.48168,-0.00068,-0.12823,1.61133,-0.1037,2.35115,0.71643,-2.07245
4.59336,2.04044,-0.47858,3.31826,2.07576,-0.12255,-0.02416,0.0854,4.31688,1.01305,4.04695,1.22935,-2.02245
4.43095,2.97212,-0.01333,-0.1716,2.79259,0.79155,-0.19061,0.93986,-0.00357,2.27165,2.2156,0.98834,3.75442
2.22017,-1.00463,-0.19587,3.10544,-0.1227,0.76167,0.37105,1.77176,1.02955,1.46004,2.6725,2.12742,-0.15345
5.15975,1.73328,0.01516,1.18469,2.48013,0.43454,-0.00506,-0.04226,3.28989,5.32471,2.78747,-0.03813,0.39151
4.57241,-0.52582,-0.49819,3.65668,2.24848,0.19643,1.38376,0.45802,5.01987,1.94547,3.9829,0.56447,-0.89467
2.80426,2.23613,-0.15704,0.20464,0.96735,-0.28804,1.60357,-0.17474,4.84977,1.16712,4.96996,0.71361,0.46184
5.51486,1.72976,0.6358,-0.06058,-0.1846,-0.24951,-0.11876,-0.1576,0.8079,-0.2044,2.57336,0.1903,4.71872
4.80155,0.85755,-0.0505,2.57458,0.91964,0.03843,0.79287,1.03188,4.97483,1.23369,4.85995,0.3488,-0.49267
4.42306,4.02784,-0.19533,-0.16172,-0.11108,4.12692,0.34425,-0.21706,-0.03425,-0.24631,1.12109,-0.12404,4.18522
0.66354,0.53022,-0.02256,1.94678,0.42751,-0.01706,-0.10129,0.01197,2.13607,0.29589,-0.1615,-0.04898,2.39009
4.23856,2.99086,0.42451,1.87139,3.90378,-0.24861,-0.04152,1.85046,-0.03002,0.39448,1.35928,0.58787,4.0938
4.73037,3.99686,0.05106,1.11301,-0.69501,-0.00819,1.11942,-0.13215,-0.69659,-0.02458,5.30524,0.89399,-0.05252
3.40134,2.60669,3.1298,-0.32566,-0.13792,-0.04646,-0.17966,-0.08988,0.79049,2.20241,6.38857,1.05832,2.83457
1.51224,-0.2733,0.89886,1.70641,-0.78432,-0.09296,-0.01701,-0.18452,2.75571,0.3003,2.98739,1.63882,-0.56841
5.22118,1.02337,-0.12036,4.50213,1.75643,-0.397,0.2548,-0.04875,5.43757,2.35859,4.36181,0.09162,0.71621
4.71973,1.31997,-0.09491,-0.2255,0.62844,-0.082,-0.05092,0.96912,1.29617,0.18399,0.92406,1.26525,4.54055
4.35128,2.95627,-0.17071,0.44856,-0.1916,4.09072,0.32984,-0.09399,-0.73271,0.15721,2.83602,0.6439,3.22823
4.59221,3.1028,0.29601,1.51829,-0.09178,4.73732,-0.12287,0.72949,0.27611,-0.11862,3.03625,1.31475,3.80805
4.90751,-0.91463,-0.10729,0.93172,-0.01054,3.88099,-0.03427,-0.10332,-0.15816,-0.15229,0.88979,-0.22983,4.8348
0.38522,0.1502,-0.07723,0.54238,-0.00911,-0.38411,0.84996,-0.01269,1.91226,0.60285,2.22683,-0.11944,0.37456
0.68875,0.61565,-0.09676,-0.09082,-0.09428,-0.01685,0.05698,-0.08787,-0.16229,-0.00724,-2.51059,0.5491,-0.77411
-0.09791,0.49857,-0.08136,-0.09253,-0.04743,-0.15339,-0.11552,-0.78195,-0.27171,0.03528,0.84132,0.16285,1.91168
5.1438,3.27895,0.61553,1.03832,3.6555,0.38155,-0.00019,0.48574,-1.05566,-0.10999,1.27241,-0.33567,4.70085
5.12546,0.9579,0.28552,-0.09754,1.30736,4.46498,0.79335,0.49449,0.67339,1.49424,1.99206,1.22233,4.8785
3.9203,3.16915,-0.13403,-0.13741,-0.14023,-0.06205,-0.00767,-0.00905,0.58138,-0.13113,4.00251,0.67887,-0.07293
4.6688,0.31625,-0.1048,0.78232,3.69526,1.92066,1.16821,-0.0213,1.45991,-0.14249,2.81399,-0.21692,5.48733
4.87526,0.62023,-0.1894,0.03102,3.48896,0.11467,0.50429,-0.17699,0.56375,-0.09952,0.81563,-0.0774,1.7896
4.72403,3.37948,-0.05939,0.59366,3.64727,0.8011,-0.14284,2.02413,-0.58234,-0.05614,3.05899,1.1758,4.4569
-0.79873,0.4312,-0.27093,0.53182,-0.10892,-0.11148,1.68274,-0.17767,1.12953,-0.18087,2.2259,0.84682,0.40959
3.4223,0.05442,-0.04252,0.25467,0.30637,-0.00496,0.57089,0.40307,4.59474,1.06415,4.11073,0.66966,-0.0111
4.49594,0.95049,-0.24283,0.83944,0.73062,0.91407,-0.17022,-0.04612,0.20345,-0.10129,2.02979,0.76888,5.09404
2.04483,0.86948,0.78336,1.98282,-0.0513,-0.05374,-0.16313,0.86368,2.79664,0.16209,3.31179,1.74364,0.73256
4.26121,3.72759,-0.45887,0.90587,3.81136,1.18748,0.03628,0.17653,0.01683,-0.01664,3.28786,0.3342,5.06627
0.20542,-0.43154,0.2662,0.35519,-0.19486,0.87395,-0.07921,-0.02099,0.97745,1.37279,2.26597,0.57865,1.25697
-0.95382,0.7906,-0.02062,0.89522,-0.32763,0.13426,1.49291,0.41792,0.11805,-0.11504,1.58842,1.14121,2.27169
3.7077,-0.3397,-0.05268,3.68337,1.63502,0.96044,-0.12334,-0.01606,4.40387,0.06771,4.12895,0.21085,-1.14754
3.74151,2.17668,1.25207,-0.18837,-0.10898,-0.05691,1.10473,3.90101,0.44676,0.06582,5.10585,-0.09162,2.80124
5.2702,4.80152,-0.04067,2.08602,-0.07698,4.26257,0.91246,0.72412,0.97362,-0.21223,4.82619,0.5992,0.20578
